transaction_id,client_id,stock_id,symbol,trade_date,trade_time,side,order_type,quantity,price,gross_value_thb,commission_thb,vat_thb,net_value_thb,channel,status,settlement_date
TXN00004742,C00363,STK0029,HANA,2025-05-02,2025-05-02 13:13:50,BUY,Limit,500000,27.27,13635000.0,16362.0,1145.34,13652507.34,Mobile App,Filled,2025-05-04
TXN00004295,C00192,STK0015,BDMS,2025-05-02,2025-05-02 13:22:41,SELL,Limit,400,54.35,21740.0,59.79,4.19,21676.02,Online,Filled,2025-05-04
TXN00016000,C00405,STK0010,BBL,2025-05-02,2025-05-02 13:23:10,SELL,Market,10000,108.87,1088700.0,1633.05,114.31,1086952.64,Phone,Filled,2025-05-04
TXN00007135,C00129,STK0024,PSH,2025-05-02,2025-05-02 13:23:55,BUY,Stop Loss,50000,82.58,4129000.0,7101.88,497.13,4136599.01,Online,Filled,2025-05-04
TXN00007541,C00040,STK0034,CPALL,2025-05-02,2025-05-02 13:25:38,BUY,Market,50000,58.68,2934000.0,4841.1,338.88,2939179.98,Mobile App,Filled,2025-05-04
TXN00024310,C00258,STK0043,PTTGC,2025-05-02,2025-05-02 13:26:16,SELL,Market,2000,63.29,126580.0,278.48,19.49,126282.03,Mobile App,Filled,2025-05-04
TXN00021980,C00091,STK0001,PTT,2025-05-02,2025-05-02 13:39:10,SELL,Market,50000,189.23,9461500.0,11353.8,794.77,9449351.43,Mobile App,Filled,2025-05-04
TXN00001200,C00033,STK0005,BGRIM,2025-05-02,2025-05-02 13:45:04,SELL,Market,10000,75.82,758200.0,1501.24,105.09,756593.67,Online,Filled,2025-05-04
TXN00023001,C00408,STK0038,CENTEL,2025-05-02,2025-05-02 13:48:10,SELL,Limit,500000,67.98,33990000.0,33990.0,2379.3,33953630.7,Online,Filled,2025-05-04
TXN00015337,C00240,STK0011,KTB,2025-05-02,2025-05-02 13:49:20,BUY,Market,100,98.74,9874.0,50.0,3.5,9927.5,Mobile App,Filled,2025-05-04
TXN00000619,C00235,STK0039,MINT,2025-05-02,2025-05-02 14:00:16,BUY,Limit,200,38.41,7682.0,50.0,3.5,7735.5,Online,Filled,2025-05-04
TXN00019658,C00355,STK0024,PSH,2025-05-02,2025-05-02 14:10:56,BUY,Market,10000,82.58,825800.0,1486.44,104.05,827390.49,Broker,Filled,2025-05-04
TXN00012872,C00366,STK0015,BDMS,2025-05-02,2025-05-02 14:20:05,BUY,Limit,12000,54.35,652200.0,1173.96,82.18,653456.14,Broker,Filled,2025-05-04
TXN00020741,C00072,STK0015,BDMS,2025-05-02,2025-05-02 14:23:26,SELL,Stop Loss,10000,54.35,543500.0,1125.04,78.75,542296.21,Online,Filled,2025-05-04
TXN00019160,C00033,STK0007,EGCO,2025-05-02,2025-05-02 14:23:48,BUY,Market,10000,46.76,467600.0,1131.59,79.21,468810.8,Mobile App,Filled,2025-05-04
TXN00007869,C00080,STK0018,CHG,2025-05-02,2025-05-02 14:26:04,BUY,Limit,50000,73.72,3686000.0,6339.92,443.79,3692783.71,Online,Filled,2025-05-04
TXN00004581,C00328,STK0024,PSH,2025-05-02,2025-05-02 14:26:34,SELL,Market,50000,82.58,4129000.0,6193.5,433.54,4122372.96,Online,Filled,2025-05-04
TXN00012874,C00009,STK0024,PSH,2025-05-02,2025-05-02 14:29:26,SELL,Limit,2000,82.58,165160.0,417.85,29.25,164712.9,Online,Filled,2025-05-04
TXN00013996,C00045,STK0026,SC,2025-05-02,2025-05-02 14:30:04,SELL,Stop Loss,100000,23.65,2365000.0,3902.25,273.16,2360824.59,Online,Filled,2025-05-04
TXN00002584,C00322,STK0040,SCC,2025-05-02,2025-05-02 14:34:29,BUY,Market,100000,15.6,1560000.0,2574.0,180.18,1562754.18,Online,Filled,2025-05-04
TXN00020252,C00245,STK0034,CPALL,2025-05-02,2025-05-02 14:42:41,SELL,Market,200,58.68,11736.0,50.0,3.5,11682.5,Broker,Filled,2025-05-04
TXN00003197,C00378,STK0046,ADVANC,2025-05-02,2025-05-02 14:46:42,SELL,Market,1000,66.93,66930.0,192.09,13.45,66724.46,Mobile App,Filled,2025-05-04
TXN00014661,C00348,STK0020,NTV,2025-05-02,2025-05-02 14:49:09,BUY,Limit,50000,57.49,2874500.0,4311.75,301.82,2879113.57,Mobile App,Filled,2025-05-04
TXN00017323,C00458,STK0018,CHG,2025-05-02,2025-05-02 14:54:15,SELL,Stop Loss,50000,73.72,3686000.0,6339.92,443.79,3679216.29,Broker,Filled,2025-05-04
TXN00022661,C00082,STK0037,CPN,2025-05-02,2025-05-02 14:55:00,BUY,Limit,100000,38.52,3852000.0,6355.8,444.91,3858800.71,Online,Filled,2025-05-04
TXN00016277,C00397,STK0008,KBANK,2025-05-02,2025-05-02 14:57:09,SELL,Limit,10000,138.74,1387400.0,0.0,0.0,0.0,Mobile App,Cancelled,2025-05-04
TXN00003212,C00253,STK0022,AP,2025-05-02,2025-05-02 14:57:14,BUY,Market,6000,14.82,88920.0,255.2,17.86,89193.06,Mobile App,Filled,2025-05-04
TXN00021432,C00169,STK0050,THCOM,2025-05-02,2025-05-02 15:03:12,SELL,Market,5000,46.42,232100.0,0.0,0.0,0.0,Online,Cancelled,2025-05-04
TXN00011280,C00045,STK0015,BDMS,2025-05-02,2025-05-02 15:03:14,SELL,Market,500000,54.35,27175000.0,29892.5,2092.48,27143015.02,Phone,Filled,2025-05-04
TXN00004180,C00364,STK0013,BAY,2025-05-02,2025-05-02 15:09:06,BUY,Limit,2000,57.0,114000.0,275.88,19.31,114295.19,Online,Filled,2025-05-04
TXN00012897,C00076,STK0009,SCB,2025-05-02,2025-05-02 15:11:18,SELL,Limit,50000,193.95,9697500.0,0.0,0.0,0.0,Online,Cancelled,2025-05-04
TXN00005458,C00275,STK0010,BBL,2025-05-02,2025-05-02 15:12:12,BUY,Market,400,108.87,43548.0,119.76,8.38,43676.14,Online,Filled,2025-05-04
TXN00011880,C00318,STK0044,TOA,2025-05-02,2025-05-02 15:15:18,SELL,Limit,2000,83.82,167640.0,405.69,28.4,167205.91,Phone,Filled,2025-05-04
TXN00008810,C00381,STK0023,SPALI,2025-05-02,2025-05-02 15:16:28,SELL,Market,1500,12.24,18360.0,50.0,3.5,18306.5,Mobile App,Filled,2025-05-04
TXN00014939,C00073,STK0045,DCC,2025-05-02,2025-05-02 15:19:16,SELL,Market,10000,17.67,176700.0,427.61,29.93,176242.46,Mobile App,Filled,2025-05-04
TXN00023680,C00336,STK0005,BGRIM,2025-05-02,2025-05-02 15:24:20,SELL,Limit,500000,75.82,37910000.0,37910.0,2653.7,37869436.3,Online,Filled,2025-05-04
TXN00018423,C00351,STK0027,SIRI,2025-05-02,2025-05-02 15:26:28,SELL,Market,50000,80.58,4029000.0,6929.88,485.09,4021585.03,Mobile App,Filled,2025-05-04
TXN00014484,C00329,STK0024,PSH,2025-05-02,2025-05-02 15:31:56,SELL,Market,10000,82.58,825800.0,1486.44,104.05,824209.51,Online,Filled,2025-05-04
TXN00001277,C00073,STK0025,ORI,2025-05-02,2025-05-02 15:48:36,SELL,Market,5000,20.33,101650.0,245.99,17.22,101386.79,Online,Filled,2025-05-04
TXN00018785,C00081,STK0011,KTB,2025-05-02,2025-05-02 15:48:45,SELL,Limit,310,98.74,30609.4,76.52,5.36,30527.52,Online,Partial,2025-05-04
TXN00011583,C00237,STK0016,BH,2025-05-02,2025-05-02 15:50:30,SELL,Market,3000,40.26,120780.0,305.57,21.39,120453.04,Online,Filled,2025-05-04
TXN00013158,C00497,STK0034,CPALL,2025-05-02,2025-05-02 15:51:02,SELL,Market,2000,58.68,117360.0,284.01,19.88,117056.11,Broker,Filled,2025-05-04
TXN00001077,C00033,STK0039,MINT,2025-05-02,2025-05-02 15:53:28,BUY,Market,50000,38.41,1920500.0,3168.82,221.82,1923890.64,Online,Filled,2025-05-04
TXN00001699,C00486,STK0046,ADVANC,2025-05-02,2025-05-02 15:54:03,SELL,Limit,4000,66.93,267720.0,588.98,41.23,267089.79,Mobile App,Filled,2025-05-04
TXN00005564,C00111,STK0017,BCH,2025-05-02,2025-05-02 16:08:17,SELL,Market,2000,76.92,153840.0,338.45,23.69,153477.86,Mobile App,Filled,2025-05-04
TXN00018992,C00295,STK0012,TMB,2025-05-02,2025-05-02 16:11:45,SELL,Market,1000,234.77,234770.0,568.14,39.77,234162.09,Mobile App,Filled,2025-05-04
TXN00020731,C00220,STK0032,HUMAN,2025-05-02,2025-05-02 16:12:13,BUY,Limit,5000,77.7,388500.0,982.9,68.8,389551.7,Online,Filled,2025-05-04
TXN00009136,C00448,STK0015,BDMS,2025-05-02,2025-05-02 16:19:00,SELL,Market,10000,54.35,543500.0,1125.04,78.75,542296.21,Mobile App,Filled,2025-05-04
TXN00008174,C00397,STK0026,SC,2025-05-02,2025-05-02 16:19:58,SELL,Limit,5000,23.65,118250.0,299.17,20.94,117929.89,Mobile App,Filled,2025-05-04
TXN00021884,C00452,STK0049,JAS,2025-05-02,2025-05-02 16:23:29,SELL,Limit,50000,70.69,3534500.0,6079.34,425.55,3527995.11,Mobile App,Filled,2025-05-04
TXN00022571,C00062,STK0021,LH,2025-05-02,2025-05-02 16:28:09,BUY,Stop Loss,10000,36.51,365100.0,803.22,56.23,365959.45,Mobile App,Filled,2025-05-04
TXN00011167,C00298,STK0004,GULF,2025-05-02,2025-05-02 16:33:10,BUY,Limit,100000,122.82,12282000.0,14738.4,1031.69,12297770.09,Online,Filled,2025-05-04
TXN00024200,C00283,STK0006,RATCH,2025-05-02,2025-05-02 16:40:58,BUY,Limit,400,195.44,78176.0,224.37,15.71,78416.08,Mobile App,Filled,2025-05-04
TXN00019985,C00323,STK0007,EGCO,2025-05-02,2025-05-02 16:49:07,SELL,Limit,6000,46.76,280560.0,709.82,49.69,279800.49,Mobile App,Filled,2025-05-04
TXN00009773,C00052,STK0047,TRUE,2025-05-02,2025-05-02 16:51:40,BUY,Market,600,56.52,33912.0,97.33,6.81,34016.14,Online,Filled,2025-05-04
TXN00000606,C00069,STK0045,DCC,2025-05-02,2025-05-02 16:53:39,SELL,Market,5000,17.67,88350.0,253.56,17.75,88078.69,Mobile App,Filled,2025-05-04
TXN00001037,C00097,STK0040,SCC,2025-05-02,2025-05-02 16:53:45,SELL,Stop Loss,600,15.6,9360.0,50.0,3.5,9306.5,Online,Filled,2025-05-04
TXN00016289,C00437,STK0010,BBL,2025-05-02,2025-05-02 16:57:57,BUY,Market,600,108.87,65322.0,187.47,13.12,65522.59,Online,Filled,2025-05-04
TXN00016720,C00368,STK0009,SCB,2025-05-05,2025-05-05 10:01:27,SELL,Limit,500000,190.45,95225000.0,104747.5,7332.33,95112920.17,Online,Filled,2025-05-07
TXN00019131,C00486,STK0025,ORI,2025-05-05,2025-05-05 10:08:27,SELL,Limit,400,20.92,8368.0,50.0,3.5,8314.5,Broker,Filled,2025-05-07
TXN00013837,C00362,STK0049,JAS,2025-05-05,2025-05-05 10:11:07,SELL,Stop Loss,500000,71.33,35665000.0,41014.75,2871.03,35621114.22,Online,Filled,2025-05-07
TXN00008205,C00448,STK0050,THCOM,2025-05-05,2025-05-05 10:18:14,BUY,Market,100000,45.17,4517000.0,7769.24,543.85,4525313.09,Broker,Filled,2025-05-07
TXN00003369,C00401,STK0040,SCC,2025-05-05,2025-05-05 10:20:07,BUY,Market,50000,15.71,785500.0,1625.98,113.82,787239.8,Mobile App,Filled,2025-05-07
TXN00004865,C00185,STK0011,KTB,2025-05-05,2025-05-05 10:21:36,SELL,Market,50000,96.17,4808500.0,8270.62,578.94,4799650.44,Mobile App,Filled,2025-05-07
TXN00021111,C00287,STK0034,CPALL,2025-05-05,2025-05-05 10:22:51,BUY,Limit,50000,58.87,2943500.0,4415.25,309.07,2948224.32,Online,Filled,2025-05-07
TXN00015694,C00104,STK0026,SC,2025-05-05,2025-05-05 10:24:12,BUY,Market,500,23.37,11685.0,50.0,3.5,11738.5,Broker,Filled,2025-05-07
TXN00008794,C00363,STK0021,LH,2025-05-05,2025-05-05 10:25:20,SELL,Limit,10000,35.63,356300.0,783.86,54.87,355461.27,Online,Filled,2025-05-07
TXN00008527,C00298,STK0008,KBANK,2025-05-05,2025-05-05 10:27:10,SELL,Limit,10000,145.35,1453500.0,2180.25,152.62,1451167.13,Mobile App,Filled,2025-05-07
TXN00007290,C00085,STK0047,TRUE,2025-05-05,2025-05-05 10:29:02,SELL,Limit,50000,57.28,2864000.0,4296.0,300.72,2859403.28,Mobile App,Filled,2025-05-07
TXN00019514,C00319,STK0030,SVI,2025-05-05,2025-05-05 10:34:19,BUY,Market,10000,53.2,532000.0,1053.36,73.74,533127.1,Mobile App,Filled,2025-05-07
TXN00020020,C00277,STK0035,BJC,2025-05-05,2025-05-05 10:35:47,BUY,Limit,2000,18.4,36800.0,101.2,7.08,36908.28,Mobile App,Filled,2025-05-07
TXN00012507,C00222,STK0046,ADVANC,2025-05-05,2025-05-05 10:37:10,BUY,Market,100000,67.17,6717000.0,8060.4,564.23,6725624.63,Phone,Filled,2025-05-07
TXN00019745,C00062,STK0041,SCGP,2025-05-05,2025-05-05 10:39:48,BUY,Limit,100000,13.91,1391000.0,2086.5,146.06,1393232.56,Mobile App,Filled,2025-05-07
TXN00009384,C00323,STK0035,BJC,2025-05-05,2025-05-05 10:42:56,BUY,Market,1200000,18.4,220800.0,558.62,39.1,221397.72,Online,Filled,2025-05-07
TXN00022568,C00408,STK0011,KTB,2025-05-05,2025-05-05 10:44:44,SELL,Limit,500000,96.17,48085000.0,48085.0,3365.95,48033549.05,Mobile App,Filled,2025-05-07
TXN00019489,C00447,STK0002,PTTEP,2025-05-05,2025-05-05 10:48:50,SELL,Limit,50000,81.2,4060000.0,6983.2,488.82,4052527.98,Online,Filled,2025-05-07
TXN00021448,C00045,STK0041,SCGP,2025-05-05,2025-05-05 10:57:43,SELL,Market,10000,13.91,139100.0,336.62,23.56,138739.82,Broker,Filled,2025-05-07
TXN00006274,C00129,STK0015,BDMS,2025-05-05,2025-05-05 10:58:42,SELL,Market,500000,53.06,26530000.0,30509.5,2135.67,26497354.83,Mobile App,Filled,2025-05-07
TXN00021559,C00453,STK0009,SCB,2025-05-05,2025-05-05 11:03:51,BUY,Market,8000,190.45,1523600.0,2285.4,159.98,1526045.38,Mobile App,Filled,2025-05-07
TXN00000252,C00470,STK0050,THCOM,2025-05-05,2025-05-05 11:09:59,BUY,Market,50000,45.17,2258500.0,3387.75,237.14,2262124.89,Online,Filled,2025-05-07
TXN00019468,C00417,STK0025,ORI,2025-05-05,2025-05-05 11:16:38,SELL,Limit,1500,20.92,31380.0,86.3,6.04,31287.66,Mobile App,Filled,2025-05-07
TXN00002321,C00072,STK0022,AP,2025-05-05,2025-05-05 11:20:37,BUY,Limit,10000,15.21,152100.0,384.81,26.94,152511.75,Mobile App,Filled,2025-05-07
TXN00002515,C00497,STK0003,GPSC,2025-05-05,2025-05-05 11:26:23,SELL,Limit,200,53.34,10668.0,50.0,3.5,10614.5,Online,Filled,2025-05-07
TXN00005260,C00040,STK0049,JAS,2025-05-05,2025-05-05 11:27:59,BUY,Limit,500000,71.33,35665000.0,39231.5,2746.21,35706977.71,Mobile App,Filled,2025-05-07
TXN00009449,C00403,STK0013,BAY,2025-05-05,2025-05-05 11:33:42,SELL,Limit,80000,55.14,4411200.0,7278.48,509.49,4403412.03,Broker,Filled,2025-05-07
TXN00009546,C00228,STK0029,HANA,2025-05-05,2025-05-05 11:35:47,BUY,Limit,5000,26.99,134950.0,296.89,20.78,135267.67,Phone,Filled,2025-05-07
TXN00017463,C00067,STK0042,IVL,2025-05-05,2025-05-05 11:39:39,SELL,Limit,50000,53.15,2657500.0,4570.9,319.96,2652609.14,Online,Filled,2025-05-07
TXN00012957,C00357,STK0034,CPALL,2025-05-05,2025-05-05 11:40:29,SELL,Market,10000,58.87,588700.0,1218.61,85.3,587396.09,Mobile App,Filled,2025-05-07
TXN00002000,C00327,STK0038,CENTEL,2025-05-05,2025-05-05 11:51:16,SELL,Market,50000,66.86,3343000.0,5749.96,402.5,3336847.54,Online,Filled,2025-05-07
TXN00013562,C00080,STK0007,EGCO,2025-05-05,2025-05-05 11:52:25,BUY,Limit,100000,46.19,4619000.0,7944.68,556.13,4627500.81,Mobile App,Filled,2025-05-07
TXN00000409,C00314,STK0017,BCH,2025-05-05,2025-05-05 11:58:45,SELL,Limit,1000,74.67,74670.0,214.3,15.0,74440.7,Mobile App,Filled,2025-05-07
TXN00017119,C00030,STK0033,INET,2025-05-05,2025-05-05 12:03:40,SELL,Market,10000,20.94,209400.0,506.75,35.47,208857.78,Mobile App,Filled,2025-05-07
TXN00020385,C00404,STK0027,SIRI,2025-05-05,2025-05-05 12:05:58,SELL,Market,5000,80.02,400100.0,880.22,61.62,399158.16,Online,Filled,2025-05-07
TXN00001805,C00483,STK0022,AP,2025-05-05,2025-05-05 12:15:39,SELL,Limit,2000,15.21,30420.0,83.66,5.86,30330.48,Broker,Filled,2025-05-07
TXN00000510,C00193,STK0050,THCOM,2025-05-05,2025-05-05 12:23:49,SELL,Market,3000,45.17,135510.0,298.12,20.87,135191.01,Mobile App,Filled,2025-05-07
TXN00023967,C00055,STK0032,HUMAN,2025-05-05,2025-05-05 12:25:48,BUY,Limit,500000,77.05,38525000.0,42377.5,2966.42,38570343.92,Online,Filled,2025-05-07
TXN00018897,C00224,STK0008,KBANK,2025-05-05,2025-05-05 12:27:32,BUY,Market,8000,145.35,1162800.0,2000.02,140.0,1164940.02,Mobile App,Filled,2025-05-07
TXN00014279,C00165,STK0036,MAKRO,2025-05-05,2025-05-05 12:29:04,BUY,Limit,10000,32.38,323800.0,712.36,49.87,324562.23,Online,Filled,2025-05-07
TXN00004705,C00354,STK0012,TMB,2025-05-05,2025-05-05 12:29:40,SELL,Limit,12000,240.51,2886120.0,4964.13,347.49,2880808.38,Mobile App,Filled,2025-05-07
TXN00005248,C00294,STK0050,THCOM,2025-05-05,2025-05-05 12:30:42,BUY,Limit,1000,45.17,45170.0,112.92,7.9,45290.82,Mobile App,Filled,2025-05-07
TXN00020723,C00216,STK0012,TMB,2025-05-05,2025-05-05 12:32:23,SELL,Limit,300,240.51,72153.0,198.42,13.89,71940.69,Mobile App,Filled,2025-05-07
TXN00005355,C00447,STK0043,PTTGC,2025-05-05,2025-05-05 12:33:21,SELL,Market,10000,60.51,605100.0,1252.56,87.68,603759.76,Online,Filled,2025-05-07
TXN00011440,C00015,STK0026,SC,2025-05-05,2025-05-05 12:46:31,SELL,Market,10000,23.37,233700.0,514.14,35.99,233149.87,Online,Filled,2025-05-07
TXN00022024,C00057,STK0009,SCB,2025-05-05,2025-05-05 12:47:54,BUY,Limit,10000,190.45,1904500.0,2856.75,199.97,1907556.72,Mobile App,Filled,2025-05-07
TXN00011987,C00298,STK0032,HUMAN,2025-05-05,2025-05-05 12:49:28,BUY,Market,10000,77.05,770500.0,1386.9,97.08,771983.98,Mobile App,Filled,2025-05-07
TXN00006675,C00376,STK0012,TMB,2025-05-05,2025-05-05 12:50:10,SELL,Market,348505,240.51,83818937.55,92200.83,6454.06,83720282.66,Online,Partial,2025-05-07
TXN00022234,C00164,STK0031,FORTH,2025-05-05,2025-05-05 12:57:02,SELL,Limit,500000,54.12,27060000.0,31119.0,2178.33,27026702.67,Mobile App,Filled,2025-05-07
TXN00020746,C00298,STK0032,HUMAN,2025-05-05,2025-05-05 12:57:36,SELL,Stop Loss,10000,77.05,770500.0,1386.9,97.08,769016.02,Mobile App,Filled,2025-05-07
TXN00010763,C00355,STK0045,DCC,2025-05-05,2025-05-05 13:09:06,SELL,Market,500000,17.56,8780000.0,10536.0,737.52,8768726.48,Mobile App,Filled,2025-05-07
TXN00005819,C00099,STK0022,AP,2025-05-05,2025-05-05 13:22:39,BUY,Limit,20000,15.21,304200.0,736.16,51.53,304987.69,Online,Filled,2025-05-07
TXN00005490,C00369,STK0007,EGCO,2025-05-05,2025-05-05 13:37:32,BUY,Limit,400,46.19,18476.0,50.81,3.56,18530.37,Online,Filled,2025-05-07
TXN00004005,C00071,STK0026,SC,2025-05-05,2025-05-05 13:39:45,BUY,Market,50000,23.37,1168500.0,1752.75,122.69,1170375.44,Mobile App,Filled,2025-05-07
TXN00015579,C00171,STK0007,EGCO,2025-05-05,2025-05-05 13:42:36,SELL,Market,5000,46.19,230950.0,0.0,0.0,0.0,Mobile App,Cancelled,2025-05-07
TXN00021206,C00055,STK0012,TMB,2025-05-05,2025-05-05 13:43:28,SELL,Market,500000,240.51,120255000.0,132280.5,9259.64,120113459.86,Broker,Filled,2025-05-07
TXN00018601,C00442,STK0029,HANA,2025-05-05,2025-05-05 13:43:41,BUY,Market,10000,26.99,269900.0,682.85,47.8,270630.65,Broker,Filled,2025-05-07
TXN00004983,C00057,STK0014,TISCO,2025-05-05,2025-05-05 13:50:44,BUY,Market,500000,109.95,54975000.0,54975.0,3848.25,55033823.25,Online,Filled,2025-05-07
TXN00015585,C00165,STK0036,MAKRO,2025-05-05,2025-05-05 13:53:42,BUY,Market,10000,32.38,323800.0,712.36,49.87,324562.23,Online,Filled,2025-05-07
TXN00002213,C00397,STK0031,FORTH,2025-05-05,2025-05-05 13:54:56,BUY,Limit,5000,54.12,270600.0,684.62,47.92,271332.54,Online,Filled,2025-05-07
TXN00004683,C00446,STK0031,FORTH,2025-05-05,2025-05-05 13:58:55,BUY,Market,500,54.12,27060.0,77.66,5.44,27143.1,Mobile App,Filled,2025-05-07
TXN00003700,C00085,STK0039,MINT,2025-05-05,2025-05-05 13:59:20,BUY,Limit,100000,38.77,3877000.0,5815.5,407.08,3883222.58,Broker,Filled,2025-05-07
TXN00016933,C00163,STK0025,ORI,2025-05-05,2025-05-05 13:59:40,BUY,Market,100,20.92,2092.0,50.0,3.5,2145.5,Online,Filled,2025-05-07
TXN00013248,C00186,STK0017,BCH,2025-05-05,2025-05-05 14:01:20,SELL,Limit,400,74.67,29868.0,85.72,6.0,29776.28,Mobile App,Filled,2025-05-07
TXN00018937,C00119,STK0023,SPALI,2025-05-05,2025-05-05 14:05:19,BUY,Market,50000,12.41,620500.0,1116.9,78.18,621695.08,Broker,Filled,2025-05-07
TXN00015017,C00433,STK0022,AP,2025-05-05,2025-05-05 14:21:35,BUY,Limit,50000,15.21,760500.0,1505.79,105.41,762111.2,Mobile App,Filled,2025-05-07
TXN00006649,C00186,STK0043,PTTGC,2025-05-05,2025-05-05 14:28:11,SELL,Market,1000,60.51,60510.0,173.66,12.16,60324.18,Mobile App,Filled,2025-05-07
TXN00012324,C00169,STK0046,ADVANC,2025-05-05,2025-05-05 14:29:13,SELL,Limit,100000,67.17,6717000.0,8060.4,564.23,6708375.37,Mobile App,Filled,2025-05-07
TXN00001147,C00260,STK0007,EGCO,2025-05-05,2025-05-05 14:30:35,SELL,Limit,45000,46.19,2078550.0,3575.11,250.26,2074724.63,Mobile App,Filled,2025-05-07
TXN00010302,C00408,STK0019,RJH,2025-05-05,2025-05-05 14:32:23,SELL,Limit,10000,38.6,386000.0,849.2,59.44,385091.36,Phone,Filled,2025-05-07
TXN00015076,C00404,STK0010,BBL,2025-05-05,2025-05-05 14:49:42,SELL,Market,5000,109.84,549200.0,988.56,69.2,548142.24,Online,Filled,2025-05-07
TXN00007223,C00048,STK0038,CENTEL,2025-05-05,2025-05-05 14:50:27,SELL,Market,10000,66.86,668600.0,1384.0,96.88,667119.12,Online,Filled,2025-05-07
TXN00000778,C00342,STK0013,BAY,2025-05-05,2025-05-05 14:58:26,BUY,Market,45000,55.14,2481300.0,3721.95,260.54,2485282.49,Online,Filled,2025-05-07
TXN00005776,C00470,STK0027,SIRI,2025-05-05,2025-05-05 14:59:14,SELL,Limit,500000,80.02,40010000.0,40010.0,2800.7,39967189.3,Broker,Filled,2025-05-07
TXN00005149,C00458,STK0039,MINT,2025-05-05,2025-05-05 15:00:09,SELL,Limit,100000,38.77,3877000.0,6668.44,466.79,3869864.77,Mobile App,Filled,2025-05-07
TXN00010804,C00137,STK0011,KTB,2025-05-05,2025-05-05 15:10:48,SELL,Market,10000,96.17,961700.0,1990.72,139.35,959569.93,Broker,Filled,2025-05-07
TXN00013106,C00259,STK0047,TRUE,2025-05-05,2025-05-05 15:16:01,SELL,Limit,50000,57.28,2864000.0,4725.6,330.79,2858943.61,Broker,Filled,2025-05-07
TXN00015175,C00040,STK0013,BAY,2025-05-05,2025-05-05 15:19:10,BUY,Market,100000,55.14,5514000.0,7278.48,509.49,5521787.97,Mobile App,Filled,2025-05-07
TXN00017669,C00217,STK0043,PTTGC,2025-05-05,2025-05-05 15:19:16,BUY,Limit,6000,60.51,363060.0,0.0,0.0,0.0,Online,Cancelled,2025-05-07
TXN00011615,C00383,STK0004,GULF,2025-05-05,2025-05-05 15:26:18,BUY,Market,1000,122.79,122790.0,297.15,20.8,123107.95,Mobile App,Filled,2025-05-07
TXN00023477,C00194,STK0021,LH,2025-05-05,2025-05-05 15:29:47,SELL,Market,10000,35.63,356300.0,783.86,54.87,355461.27,Mobile App,Filled,2025-05-07
TXN00000625,C00322,STK0022,AP,2025-05-05,2025-05-05 15:35:29,SELL,Limit,10000,15.21,152100.0,368.08,25.77,151706.15,Mobile App,Filled,2025-05-07
TXN00012956,C00080,STK0012,TMB,2025-05-05,2025-05-05 15:36:03,SELL,Market,500000,240.51,120255000.0,0.0,0.0,0.0,Online,Cancelled,2025-05-07
TXN00008312,C00259,STK0040,SCC,2025-05-05,2025-05-05 15:36:06,BUY,Market,500000,15.71,7855000.0,10368.6,725.8,7866094.4,Mobile App,Filled,2025-05-07
TXN00015541,C00172,STK0037,CPN,2025-05-05,2025-05-05 15:40:40,SELL,Market,7000,37.02,259140.0,655.62,45.89,258438.49,Broker,Filled,2025-05-07
TXN00013093,C00091,STK0015,BDMS,2025-05-05,2025-05-05 15:42:28,BUY,Limit,10000,53.06,530600.0,955.08,66.86,531621.94,Online,Filled,2025-05-07
TXN00023326,C00477,STK0048,DTAC,2025-05-05,2025-05-05 15:49:13,SELL,Limit,50000,47.86,2393000.0,4115.96,288.12,2388595.92,Online,Filled,2025-05-07
TXN00010658,C00368,STK0014,TISCO,2025-05-05,2025-05-05 15:49:15,BUY,Limit,10000,109.95,1099500.0,1814.18,126.99,1101441.17,Online,Filled,2025-05-07
TXN00006947,C00153,STK0027,SIRI,2025-05-05,2025-05-05 15:50:54,SELL,Stop Loss,3000,80.02,240060.0,528.13,36.97,239494.9,Phone,Filled,2025-05-07
TXN00018442,C00448,STK0003,GPSC,2025-05-05,2025-05-05 15:58:42,BUY,Limit,500000,53.34,26670000.0,30670.5,2146.94,26702817.44,Online,Filled,2025-05-07
TXN00014713,C00207,STK0022,AP,2025-05-05,2025-05-05 16:04:06,SELL,Limit,300,15.21,4563.0,50.0,3.5,4509.5,Mobile App,Filled,2025-05-07
TXN00010654,C00264,STK0011,KTB,2025-05-05,2025-05-05 16:11:06,SELL,Market,10000,96.17,961700.0,1990.72,139.35,959569.93,Online,Filled,2025-05-07
TXN00023888,C00188,STK0032,HUMAN,2025-05-05,2025-05-05 16:13:19,SELL,Limit,8000,77.05,616400.0,1220.47,85.43,615094.1,Online,Filled,2025-05-07
TXN00011639,C00199,STK0047,TRUE,2025-05-05,2025-05-05 16:15:27,SELL,Market,100,57.28,5728.0,50.0,3.5,5674.5,Online,Filled,2025-05-07
TXN00015509,C00376,STK0045,DCC,2025-05-05,2025-05-05 16:16:15,SELL,Limit,500000,17.56,8780000.0,11589.6,811.27,8767599.13,Mobile App,Filled,2025-05-07
TXN00011075,C00233,STK0038,CENTEL,2025-05-05,2025-05-05 16:16:42,BUY,Limit,30000,66.86,2005800.0,3008.7,210.61,2009019.31,Broker,Filled,2025-05-07
